sr_no,total_sqft,bath,price,site_location,bhk
6593,907.0,2.0,38.0,Manik Bagh,2
6594,1197.0,2.0,56.86,Manik Bagh,2
6595,1550.0,3.0,68.5,Manik Bagh,3
6596,1157.0,2.0,65.0,Manik Bagh,2
6597,4144.0,5.0,331.0,Manik Bagh,5
6598,1622.0,3.0,95.0,Manik Bagh,3
6599,1100.0,2.0,55.0,Manik Bagh,2
6600,1203.0,2.0,60.0,Manik Bagh,2
6601,1480.0,2.0,75.0,Manik Bagh,3
6602,774.0,5.0,70.0,Manik Bagh,5
6603,1200.0,2.0,44.0,Market yard,2
6604,957.0,2.0,58.0,Market yard,2
6605,1577.0,3.0,70.0,Market yard,3
6606,1850.0,3.0,150.0,Market yard,3
6607,1385.0,2.0,48.48,Market yard,3
6608,2250.0,3.0,160.0,Market yard,3
6609,3670.0,4.0,300.0,Market yard,4
6610,793.0,2.0,45.0,Market yard,2
6611,1141.0,2.0,62.0,Market yard,2
6612,1240.0,2.0,62.0,Market yard,3
6613,1475.0,2.0,120.0,Market yard,3
6614,1395.0,2.0,63.59,Market yard,2
6615,920.0,2.0,39.55,Market yard,2
6616,1210.0,2.0,62.0,Market yard,2
6617,1200.0,2.0,65.0,Market yard,2
6618,5080.0,7.0,450.0,Market yard,6
6619,2172.65,3.0,120.0,Market yard,4
6620,1100.0,2.0,55.0,Market yard,2
6621,720.0,3.0,65.0,Market yard,3
6622,1700.0,3.0,80.0,Market yard,3
6623,1260.0,2.0,46.62,Market yard,2
6624,1325.0,2.0,119.0,Market yard,2
6625,1410.0,2.0,80.0,Market yard,3
6626,1295.0,2.0,59.5,Market yard,3
6627,1180.0,2.0,100.0,Market yard,2
6628,1100.0,2.0,53.0,Market yard,2
6629,1286.0,3.0,61.44,Market yard,3
6630,905.0,1.0,55.0,Market yard,1
6631,1082.0,3.0,50.5,Market yard,3
6632,885.0,2.0,40.0,Market yard,2
6633,1858.0,3.0,98.3,Market yard,3
6634,596.0,1.0,42.0,Market yard,1
6635,3227.0,5.0,250.0,Market yard,5
6636,1280.0,2.0,76.0,Market yard,2
6637,1315.0,2.0,74.0,Market yard,3
6638,2135.0,3.0,160.0,Market yard,3
6639,1740.0,3.0,60.0,Market yard,3
6640,1200.0,2.0,59.0,Market yard,2
6641,1015.0,2.0,58.0,Market yard,2
6642,1160.0,2.0,42.92,Market yard,2
6643,1760.0,3.0,123.0,Market yard,3
6644,1541.0,3.0,80.0,Market yard,3
6645,900.0,2.0,48.0,Market yard,2
6646,1035.0,2.0,45.5,Market yard,2
6647,1255.0,2.0,79.0,Market yard,2
6648,1847.0,3.0,135.0,Market yard,3
6649,1897.0,4.0,93.0,Market yard,3
6650,1800.0,3.0,80.0,Market yard,3
6651,1508.0,3.0,75.0,Market yard,3
6652,1724.0,3.0,124.0,Market yard,3
6653,1685.0,3.0,100.0,Market yard,3
6654,1200.0,2.0,75.0,Market yard,2
6655,2800.0,4.0,100.0,Market yard,6
6656,1425.0,2.0,56.99,Market yard,3
6657,1060.0,2.0,53.0,Market yard,2
6658,1261.0,2.0,61.0,Market yard,2
6659,1480.0,2.0,84.0,Market yard,3
6660,1500.0,1.0,75.0,Market yard,1
6661,1075.0,2.0,41.0,Market yard,3
6662,1170.0,2.0,65.0,Market yard,2
6663,1170.0,2.0,75.0,Market yard,2
6664,1050.0,2.0,70.0,Market yard,2
6665,1352.0,3.0,65.0,Market yard,3
6666,1065.0,2.0,42.59,Market yard,3
6667,1128.0,2.0,48.79,Market yard,2
6668,1040.0,2.0,61.0,Market yard,2
6669,2500.0,3.0,100.0,Market yard,3
6670,1400.0,2.0,85.0,Market yard,2
6671,3750.0,6.0,375.0,Market yard,4
6672,1175.0,2.0,48.72,Market yard,2
6673,1308.0,2.0,60.0,Market yard,2
6674,1140.0,2.0,40.0,Market yard,2
6675,1300.0,2.0,54.0,Market yard,2
6676,728.5,1.0,31.315,Market yard,1
6677,3000.0,3.0,300.0,Market yard,4
6678,1050.0,2.0,52.08,Market yard,2
6679,1475.0,2.0,58.99,Market yard,3
6680,1275.0,2.0,47.0,Market yard,2
6681,1200.0,2.0,75.0,Market yard,2
6682,1580.0,3.0,83.74,Market yard,3
6683,2250.0,3.0,199.0,Market yard,3
6684,1090.0,2.0,57.0,Market yard,2
6685,1306.0,2.0,65.0,Market yard,2
6686,905.0,2.0,65.0,Market yard,2
6687,560.0,1.0,45.0,Market yard,1
6688,1910.0,3.0,150.0,Market yard,3
6689,1730.0,3.0,95.0,Market yard,3
6690,900.0,2.0,48.0,Market yard,2
6691,1160.0,2.0,67.0,Market yard,2
6692,1215.0,2.0,48.6,Market yard,3
6693,2400.0,2.0,185.0,Market yard,3
6694,1650.0,3.0,85.5,Market yard,3
6695,1035.0,2.0,51.5,Market yard,2
6696,1161.0,2.0,55.15,Market yard,2
6697,1518.0,3.0,80.0,Market yard,3
6698,1584.01,3.0,104.0,Market yard,3
6699,4395.0,3.0,240.0,Market yard,3
6700,1000.0,2.0,50.0,Market yard,2
6701,2289.0,3.0,178.0,Market yard,3
6702,3150.0,4.0,180.0,Market yard,4
6703,1480.0,3.0,75.48,Market yard,3
6704,2750.0,6.0,200.0,Market yard,6
6705,1485.0,3.0,72.0,Market yard,3
6706,1410.0,2.0,45.12,Market yard,3
6707,1300.0,2.0,90.0,Market yard,2
6708,1150.0,2.0,90.0,Market yard,2
6709,1846.0,3.0,120.0,Market yard,3
6710,1216.0,2.0,75.0,Market yard,2
6711,1200.0,4.0,85.0,Market yard,4
6712,1800.0,3.0,130.0,Market yard,3
6713,1225.0,2.0,48.0,Market yard,2
6714,440.0,3.0,35.0,Market yard,3
6715,4000.0,6.0,370.0,Market yard,4
6716,1187.0,2.0,40.14,Market yard,2
6717,3210.0,2.0,192.0,Model colony,4
6718,1250.0,2.0,44.0,Model colony,3
6719,4050.0,3.0,280.0,Model colony,3
6720,525.0,2.0,21.53,Model colony,1
6721,11890.0,4.0,700.0,Model colony,4
6722,1372.0,2.0,68.0,Model colony,2
6723,1000.0,2.0,50.0,Model colony,2
6724,918.0,2.0,50.49,Model colony,2
6725,1710.0,3.0,107.0,Model colony,3
6726,400.0,1.0,12.0,Model colony,1
6727,1500.0,2.0,69.0,Model colony,2
6728,1390.0,2.0,60.47,Model colony,3
6729,1415.0,2.0,55.0,Model colony,3
6730,1532.0,3.0,92.0,Model colony,3
6731,890.0,2.0,40.0,Model colony,2
6732,1150.0,2.0,46.0,Model colony,2
6733,927.0,2.0,55.0,Model colony,2
6734,3012.0,6.0,250.0,Model colony,4
6735,1100.0,2.0,75.0,Model colony,3
6736,1440.0,2.0,60.33,Model colony,3
6737,3715.0,6.0,200.5,Model colony,4
6738,1692.0,3.0,88.0,Model colony,3
6739,1440.0,5.0,110.0,Model colony,5
6740,1238.0,2.0,67.0,Model colony,2
6741,3500.0,5.0,150.0,Model colony,4
6742,527.0,1.0,26.0,Model colony,1
6743,1616.0,3.0,65.0,Model colony,3
6744,1160.0,2.0,42.0,Model colony,2
6745,1069.0,2.0,55.0,Model colony,2
6746,1365.0,2.0,73.0,Model colony,2
6747,600.0,2.0,27.0,Model colony,2
6748,1260.0,1.0,41.0,Model colony,1
6749,10000.0,16.0,550.0,Model colony,16
6750,2145.0,4.0,125.0,Model colony,4
6751,1560.0,3.0,66.0,Model colony,3
6752,1141.0,2.0,42.75,Model colony,2
6753,2770.0,4.0,315.0,Model colony,3
6754,1080.0,6.0,65.0,Model colony,5
6755,1080.0,2.0,38.0,Model colony,2
6756,2400.0,3.0,165.0,Model colony,3
6757,620.0,1.0,27.0,Model colony,1
6758,1600.0,2.0,63.98,Model colony,2
6759,1830.0,3.0,101.0,Model colony,3
6760,662.0,1.0,42.0,Model colony,1
6761,3360.0,5.0,225.0,Model colony,4
6762,1778.0,3.0,122.0,Model colony,3
6763,3100.0,4.0,350.0,Model colony,4
6764,1200.0,3.0,72.0,Model colony,3
6765,1400.0,2.0,50.06,Model colony,3
6766,1275.0,2.0,87.0,Model colony,2
6767,1200.0,4.0,90.0,Model colony,4
6768,1580.0,3.0,53.56,Model colony,3
6769,1150.0,2.0,49.9,Model colony,3
6770,1853.0,3.0,64.86,Model colony,3
6771,1220.0,2.0,59.0,Model colony,2
6772,1151.0,2.0,42.9,Model colony,2
6773,3500.0,6.0,120.0,Model colony,8
6774,900.0,2.0,50.0,Model colony,2
6775,1080.0,2.0,75.0,Model colony,3
6776,1100.0,2.0,46.0,Model colony,2
6777,1268.0,2.0,69.0,Model colony,2
6778,1500.0,3.0,83.0,Model colony,3
6779,1125.0,2.0,45.56,Model colony,2
6780,1350.0,3.0,47.25,Model colony,3
6781,2195.0,2.0,152.0,Model colony,3
6782,1100.0,2.0,55.0,Model colony,2
6783,1141.0,2.0,55.0,Model colony,2
6784,1200.0,2.0,44.4,Model colony,2
6785,1351.0,2.0,74.0,Model colony,2
6786,1300.0,2.0,67.0,Model colony,3
6787,1625.0,2.0,54.0,Model colony,3
6788,1152.0,2.0,61.0,Model colony,2
6789,850.0,1.0,39.5,Model colony,2
6790,1089.0,2.0,43.55,Model colony,2
6791,3060.0,4.0,350.0,Model colony,4
6792,1095.0,2.0,33.6,Model colony,2
6793,1996.0,4.0,123.0,Model colony,3
6794,1660.0,2.0,100.0,Model colony,3
6795,1040.0,2.0,41.6,Model colony,2
6796,1100.0,3.0,125.0,Model colony,2
6797,1250.0,2.0,75.0,Model colony,2
6798,1550.0,3.0,75.0,Model colony,3
6799,1216.0,2.0,84.03,Model colony,2
6800,3700.0,4.0,314.0,Model colony,4
6801,1929.0,3.0,103.0,Model colony,3
6802,1119.0,2.0,48.5,Model colony,3
6803,1763.25,3.0,98.0,Model colony,3
6804,2249.81,4.0,245.0,Model colony,4
6805,1447.0,2.0,75.97,Model colony,2
6806,2357.0,3.0,135.0,Model colony,3
6807,1280.0,2.0,120.0,Model colony,2
6808,1125.0,2.0,32.49,Model colony,2
6809,1450.0,3.0,88.6,Model colony,3
6810,978.0,2.0,34.22,Model colony,2
6811,1505.0,3.0,78.0,Model colony,3
6812,600.0,1.0,20.0,Model colony,1
6813,2422.0,4.0,135.0,Model colony,4
6814,1520.0,2.0,81.0,Model colony,3
6815,1800.0,3.0,60.0,Model colony,3
6816,1535.0,3.0,72.0,Model colony,3
6817,3300.0,3.0,255.0,Model colony,5
6818,2400.0,5.0,75.0,Model colony,6
6819,1300.0,2.0,57.0,Model colony,3
6820,1300.0,3.0,77.99,Model colony,3
6821,1518.0,3.0,75.0,Model colony,3
6822,1170.0,2.0,56.0,Model colony,2
6823,1200.0,1.0,39.82,Model colony,1
6824,7000.0,6.0,560.0,Model colony,6
6825,500.0,1.0,13.0,Model colony,1
6826,1760.0,3.0,185.0,Model colony,3
6827,823.0,2.0,80.0,Model colony,2
6828,1290.0,2.0,38.69,Model colony,3
6829,1260.0,2.0,85.5,Model colony,2
6830,1581.0,3.0,76.0,Model colony,3
6831,1891.0,3.0,110.0,Model colony,3
6832,595.0,1.0,40.0,Model colony,1
6833,1005.0,2.0,40.0,Model colony,2
6834,1500.0,7.0,130.0,Model colony,7
6835,1221.0,3.0,65.0,Model colony,3
6836,1400.0,2.0,65.0,Model colony,2
6837,1719.0,3.0,95.0,Model colony,3
6838,1855.0,3.0,135.0,Model colony,3
6839,1571.0,3.0,63.0,Model colony,3
6840,1500.0,2.0,78.0,Model colony,3
6841,2795.0,4.0,235.0,Mukund Nagar,3
6842,2420.0,3.0,185.0,Mukund Nagar,3
6843,1200.0,2.0,65.0,Mukund Nagar,2
6844,1250.0,2.0,76.0,Mukund Nagar,2
6845,1282.0,2.0,49.0,Mukund Nagar,3
6846,469.0,1.0,25.0,Mukund Nagar,1
6847,1202.0,2.0,48.0,Mukund Nagar,2
6848,1950.0,4.0,130.0,Mukund Nagar,4
6849,1082.0,2.0,57.5,Mukund Nagar,3
6850,1400.0,2.0,60.0,Mukund Nagar,2
6851,1243.0,2.0,46.0,Mukund Nagar,2
6852,1278.0,2.0,53.76,Mukund Nagar,3
6853,1419.0,2.0,59.0,Mukund Nagar,3
6854,1105.0,2.0,65.0,Mukund Nagar,2
6855,1650.0,3.0,110.0,Mukund Nagar,3
6856,1080.0,2.0,54.0,Mukund Nagar,2
6857,1242.0,2.0,39.7,Mukund Nagar,2
6858,1530.0,3.0,74.5,Mukund Nagar,3
6859,1285.0,2.0,68.0,Mukund Nagar,3
6860,870.0,2.0,39.5,Mukund Nagar,2
6861,5000.0,4.0,290.0,Mukund Nagar,4
6862,1645.0,3.0,100.0,Mukund Nagar,3
6863,2160.0,3.0,160.0,Mukund Nagar,3
6864,1465.0,2.0,74.72,Mukund Nagar,3
6865,1400.0,2.0,88.0,Mukund Nagar,3
6866,1118.0,2.0,75.0,Mukund Nagar,2
6867,1300.0,2.0,80.0,Mukund Nagar,2
6868,1800.0,3.0,150.0,Mukund Nagar,3
6869,1392.0,2.0,99.0,Mukund Nagar,2
6870,918.0,2.0,55.0,Mukund Nagar,2
6871,1270.0,4.0,128.0,Mukund Nagar,5
6872,3530.0,4.0,290.0,Mukund Nagar,4
6873,1200.0,4.0,110.0,Mukund Nagar,4
6874,1145.0,2.0,49.5,Mukund Nagar,2
6875,1080.0,2.0,55.0,Mukund Nagar,2
6876,813.0,1.0,39.0,Mukund Nagar,1
6877,1060.0,2.0,35.0,Mukund Nagar,2
6878,1200.0,2.0,50.3,Mukund Nagar,2
6879,1200.0,2.0,48.0,Mukund Nagar,2
6880,1440.0,5.0,100.0,Mukund Nagar,5
6881,1300.0,3.0,77.99,Mukund Nagar,3
6882,1100.0,2.0,45.0,Mukund Nagar,2
6883,1430.0,2.0,110.0,Mukund Nagar,2
6884,700.0,2.0,40.0,Mukund Nagar,2
6885,1123.0,2.0,48.0,Mukund Nagar,2
6886,1460.0,3.0,70.0,Mukund Nagar,3
6887,600.0,1.0,43.0,Mukund Nagar,1
6888,1210.0,2.0,83.0,Mukund Nagar,2
6889,1455.0,2.0,69.0,Mukund Nagar,2
6890,1027.0,2.0,44.0,Mukund Nagar,2
6891,3532.0,3.0,170.0,Mukund Nagar,4
6892,1430.0,3.0,78.65,Mukund Nagar,3
6893,2400.0,5.0,93.0,Mukund Nagar,5
6894,1783.0,3.0,125.0,Mukund Nagar,3
6895,700.0,2.0,33.0,Mukund Nagar,2
6896,1826.0,3.0,130.0,Mukund Nagar,3
6897,1255.0,2.0,90.0,Mukund Nagar,3
6898,1450.0,2.0,87.0,Mukund Nagar,3
6899,360.0,1.0,16.9,Mukund Nagar,1
6900,698.5,1.0,28.57,Mukund Nagar,1
6901,4062.5,2.0,341.0,Mukund Nagar,4
6902,2600.0,4.0,175.0,Mukund Nagar,4
6903,1027.0,2.0,43.0,Mukund Nagar,2
6904,1330.0,2.0,39.9,Mukund Nagar,3
6905,1225.0,2.0,65.0,Mukund Nagar,2
6906,1200.0,2.0,51.0,Mukund Nagar,2
6907,2000.0,4.0,135.0,Mukund Nagar,4
6908,1223.0,2.0,42.81,Mukund Nagar,3
6909,2690.0,4.0,201.0,Mukund Nagar,4
6910,1186.0,2.0,55.0,Mukund Nagar,2
6911,958.0,2.0,34.49,Mukund Nagar,2
6912,1295.0,2.0,78.5,Mukund Nagar,2
6913,1804.0,3.0,175.0,Mukund Nagar,3
6914,1200.0,2.0,41.0,Mukund Nagar,3
6915,1320.0,2.0,55.0,Mukund Nagar,3
6916,1460.0,2.0,80.0,Mukund Nagar,2
6917,850.0,2.0,25.4,Mukund Nagar,2
6918,2502.0,4.0,170.0,Mukund Nagar,4
6919,1707.0,3.0,171.0,Mukund Nagar,3
6920,381.0,1.0,28.0,Mukund Nagar,1
6921,1100.0,2.0,72.0,Mukund Nagar,2
6922,1355.0,2.0,58.25,Mukund Nagar,3
6923,1900.0,3.0,150.0,Mukund Nagar,3
6924,1504.0,3.0,67.0,Mukund Nagar,3
6925,1165.0,2.0,40.0,Mukund Nagar,2
6926,1530.0,3.0,64.0,Mukund Nagar,3
6927,1575.0,2.0,85.0,Mukund Nagar,2
6928,1862.0,4.0,110.0,Mukund Nagar,3
6929,4041.0,4.0,345.0,Mukund Nagar,4
6930,1250.0,2.0,55.55,Mukund Nagar,2
6931,1180.0,2.0,77.0,Mukund Nagar,2
6932,1050.0,2.0,52.5,Mukund Nagar,2
6933,1530.0,2.0,70.99,Mukund Nagar,3
6934,1423.0,2.0,71.73,Mukund Nagar,3
6935,2524.0,5.0,180.0,Mukund Nagar,4
6936,1150.0,2.0,46.0,Mukund Nagar,2
6937,1770.0,3.0,108.0,Mukund Nagar,3
6938,1798.0,3.0,73.0,Mukund Nagar,3
6939,1200.0,6.0,60.0,Mukund Nagar,4
6940,1340.0,2.0,42.0,Mukund Nagar,3
6941,3850.0,6.0,205.0,Mukund Nagar,4
6942,3600.0,4.0,300.0,Mukund Nagar,4
6943,1350.0,2.0,89.5,Mukund Nagar,2
6944,1450.0,2.0,78.0,Mukund Nagar,3
6945,2137.0,3.0,110.0,Mukund Nagar,3
6946,990.0,2.0,50.0,Mukund Nagar,2
6947,1021.0,3.0,59.0,Mukund Nagar,3
6948,1205.0,2.0,79.0,Mukund Nagar,2
6949,1735.0,3.0,78.0,Mukund Nagar,3
6950,1837.0,3.0,110.0,Mukund Nagar,3
6951,1015.0,2.0,56.0,Mukund Nagar,2
6952,1430.0,2.0,102.0,Mukund Nagar,3
6953,980.0,2.0,35.0,Mukund Nagar,2
6954,1046.0,2.0,48.0,Mukund Nagar,2
6955,1400.0,2.0,68.0,Mukund Nagar,3
6956,995.0,2.0,40.8,Mukund Nagar,2
6957,1255.0,2.0,56.5,Mukund Nagar,2
6958,1125.0,2.0,46.0,Mukund Nagar,2
6959,1850.0,3.0,89.0,Mukund Nagar,3
6960,1407.0,4.0,150.0,Mundhawa,6
6961,1125.0,2.0,50.0,Mundhawa,2
6962,800.0,1.0,20.0,Mundhawa,2
6963,1350.0,2.0,140.0,Mundhawa,3
6964,1400.0,2.0,95.0,Mundhawa,3
6965,5000.0,9.0,210.0,Mundhawa,9
6966,3800.0,4.0,250.0,Mundhawa,4
6967,1202.0,2.0,53.0,Mundhawa,2
6968,1695.0,3.0,90.0,Mundhawa,3
6969,1001.0,2.0,33.03,Mundhawa,2
6970,4100.0,7.0,140.0,Mundhawa,7
6971,1575.0,3.0,78.0,Mundhawa,3
6972,1133.0,2.0,55.0,Mundhawa,2
6973,1121.0,2.0,78.0,Mundhawa,2
6974,1850.0,3.0,100.0,Mundhawa,3
6975,1200.0,4.0,105.0,Mundhawa,4
6976,1200.0,5.0,110.0,Mundhawa,4
6977,1645.0,3.0,100.0,Mundhawa,3
6978,1220.0,3.0,35.23,Mundhawa,3
6979,1450.0,2.0,135.0,Mundhawa,3
6980,990.0,12.0,120.0,Mundhawa,8
6981,1150.0,2.0,80.0,Mundhawa,2
6982,1195.0,2.0,84.0,Mundhawa,2
6983,1345.0,2.0,57.0,Mundhawa,3
6984,700.0,6.0,85.0,Mundhawa,7
6985,1418.0,2.0,103.0,Mundhawa,2
6986,1246.0,2.0,82.0,Mundhawa,2
6987,1098.0,2.0,68.0,Mundhawa,2
6988,680.0,4.0,68.0,Mundhawa,3
6989,1225.0,2.0,67.38,Mundhawa,2
6990,1798.0,3.0,120.0,Mundhawa,3
6991,1563.0,3.0,91.84,Mundhawa,3
6992,1900.0,2.0,200.0,Mundhawa,2
6993,1392.0,2.0,98.0,Mundhawa,2
6994,1185.0,2.0,60.0,Mundhawa,2
6995,1910.0,3.0,190.0,Mundhawa,3
6996,2170.0,3.0,151.0,Mundhawa,3
6997,2106.0,3.0,126.0,Mundhawa,3
6998,1200.0,2.0,60.0,Mundhawa,2
6999,3884.0,4.0,240.0,Mundhawa,4
7000,975.0,2.0,50.0,Mundhawa,2
7001,3300.0,4.0,160.0,Mundhawa,3
7002,1200.0,7.0,130.0,Mundhawa,8
7003,1000.0,2.0,78.0,Mundhawa,2
7004,1800.0,2.0,72.0,Mundhawa,3
7005,1215.0,2.0,62.0,Mundhawa,2
7006,1100.0,3.0,52.97,Mundhawa,3
7007,1480.0,2.0,65.0,Mundhawa,2
7008,935.0,2.0,45.0,Mundhawa,2
7009,1437.0,2.0,71.13,Mundhawa,2
7010,1200.0,2.0,130.0,Mundhawa,4
7011,946.0,2.0,58.0,Mundhawa,2
7012,1930.0,2.0,57.9,Mundhawa,3
7013,1030.0,1.0,25.75,Mundhawa,2
7014,1150.0,2.0,69.0,Mundhawa,2
7015,1138.0,2.0,110.0,Mundhawa,2
7016,1025.0,2.0,49.0,Mundhawa,2
7017,1665.0,3.0,86.91,Mundhawa,3
7018,1130.0,2.0,58.0,Mundhawa,3
7019,693.0,1.0,34.3,Mundhawa,1
7020,1520.0,2.0,90.0,Mundhawa,3
7021,1675.0,2.0,135.0,Mundhawa,3
7022,1035.0,2.0,39.33,Mundhawa,2
7023,1220.0,2.0,88.0,Mundhawa,2
7024,1600.0,2.0,75.0,Mundhawa,3
7025,925.0,1.0,40.7,Mundhawa,1
7026,1250.0,2.0,90.0,Mundhawa,2
7027,1175.0,2.0,79.0,Mundhawa,2
7028,1140.0,2.0,43.32,Mundhawa,2
7029,1495.0,2.0,61.28,Mundhawa,3
7030,1700.0,3.0,111.0,Mundhawa,3
7031,650.0,1.0,16.0,Mundhawa,1
7032,1380.0,2.0,55.0,Mundhawa,3
7033,2750.0,3.0,260.0,Mundhawa,3
7034,1430.0,2.0,61.0,Mundhawa,3
7035,780.0,1.0,70.0,Mundhawa,1
7036,1150.0,2.0,55.0,Mundhawa,2
7037,1320.0,2.0,100.0,Mundhawa,2
7038,1257.0,2.0,68.5,Mundhawa,2
7039,800.0,1.0,32.0,Mundhawa,1
7040,1435.0,2.0,80.0,Mundhawa,3
7041,1800.0,3.0,240.0,Mundhawa,3
7042,1850.0,3.0,175.0,Mundhawa,6
7043,1200.0,4.0,140.0,Mundhawa,4
7044,1760.0,3.0,115.0,Mundhawa,3
7045,1025.0,2.0,26.65,Mundhawa,2
7046,1394.0,2.0,52.0,Mundhawa,2
7047,1310.0,2.0,80.43,Mundhawa,2
7048,4600.0,9.0,200.0,Mundhawa,9
7049,1800.0,3.0,110.0,Mundhawa,3
7050,1445.0,2.0,86.69,Mundhawa,3
7051,645.0,1.0,39.0,Mundhawa,1
7052,1328.0,2.0,107.0,Mundhawa,2
7053,1823.0,3.0,103.0,Mundhawa,3
7054,2439.0,5.0,170.0,Mundhawa,4
7055,1360.0,2.0,77.61,Mundhawa,2
7056,770.0,1.0,43.82,Mundhawa,1
7057,400.0,2.0,50.0,Mundhawa,1
7058,1160.0,2.0,33.51,Mundhawa,2
7059,1000.0,2.0,50.0,Mundhawa,2
7060,1170.0,2.0,45.51,Mundhawa,2
7061,1106.0,2.0,40.0,Mundhawa,2
7062,1300.0,3.0,69.0,Mundhawa,3
7063,1020.0,2.0,80.0,Mundhawa,2
7064,2100.0,3.0,125.0,Mundhawa,3
7065,1285.0,2.0,60.0,Mundhawa,2
7066,866.28,2.0,36.38,Mundhawa,2
7067,1485.0,2.0,70.0,Mundhawa,3
7068,1100.0,2.0,38.5,Mundhawa,2
7069,1125.0,2.0,46.0,Mundhawa,2
7070,1027.0,2.0,67.0,Mundhawa,2
7071,883.0,2.0,45.0,Mundhawa,2
7072,3520.0,6.0,460.0,Mundhawa,5
7073,1525.0,3.0,65.0,Mundhawa,3
7074,1200.0,4.0,125.0,Mundhawa,4
7075,973.0,2.0,50.74,Mundhawa,2
7076,1200.0,2.0,66.0,Mundhawa,3
7077,1158.0,2.0,55.0,Mundhawa,2
7078,1270.0,2.0,95.25,Mundhawa,3
7079,1075.0,2.0,33.0,Mundhawa,3
7080,3750.0,4.0,190.0,Mundhawa,4
7081,1140.0,2.0,40.0,Mundhawa,2
7082,1290.0,2.0,56.12,Mundhawa,3
7083,1115.0,2.0,44.6,Mundhawa,2
7084,1120.0,2.0,53.0,Mundhawa,2
7085,610.0,1.0,18.5,Mundhawa,1
7086,745.0,2.0,36.0,Mundhawa,2
7087,1805.0,3.0,134.0,Mundhawa,3
7088,840.0,2.0,45.0,Nagar Road,2
7089,1020.0,2.0,30.6,Nagar Road,2
7090,1060.0,2.0,55.0,Nagar Road,2
7091,1260.0,3.0,49.36,Nagar Road,3
7092,1670.0,2.0,57.0,Nagar Road,3
7093,883.0,2.0,29.0,Nagar Road,2
7094,1200.0,2.0,62.5,Nagar Road,2
7095,1705.0,3.0,95.0,Nagar Road,3
7096,1027.0,2.0,44.0,Nagar Road,2
7097,1560.0,5.0,145.0,Nagar Road,5
7098,1082.0,2.0,45.0,Nagar Road,3
7099,1300.0,3.0,64.0,Nagar Road,3
7100,804.1,2.0,69.09,Nagar Road,2
7101,3198.0,4.0,200.0,Nagar Road,4
7102,1360.0,2.0,75.0,Nagar Road,3
7103,1200.0,2.0,75.0,Nagar Road,2
7104,1430.0,2.0,56.0,Nagar Road,3
7105,1200.0,2.0,49.5,Nagar Road,2
7106,1256.0,2.0,60.0,Nagar Road,2
7107,1100.0,2.0,60.0,Nagar Road,2
7108,1220.0,2.0,59.5,Nagar Road,2
7109,1215.0,2.0,40.0,Nagar Road,2
7110,1130.0,2.0,45.2,Nagar Road,2
7111,1260.0,1.0,41.0,Nagar Road,1
7112,890.0,1.0,75.0,Nagar Road,1
7113,1675.0,3.0,75.0,Nagar Road,3
7114,1326.0,2.0,62.17,Nagar Road,2
7115,1086.0,2.0,33.66,Nagar Road,2
7116,1339.0,2.0,62.0,Nagar Road,2
7117,1139.0,2.0,80.0,Nagar Road,2
7118,1080.0,2.0,55.0,Nagar Road,2
7119,1801.0,3.0,139.0,Nagar Road,3
7120,1111.0,2.0,41.88,Nagar Road,2
7121,3876.0,3.0,300.0,Nagar Road,3
7122,1150.0,2.0,51.0,Nagar Road,2
7123,1400.0,2.0,78.0,Nagar Road,3
7124,1076.0,2.0,52.0,Nagar Road,2
7125,4827.0,4.0,400.0,Nagar Road,4
7126,1215.0,2.0,90.0,Nagar Road,2
7127,1015.0,2.0,40.0,Nagar Road,2
7128,845.0,2.0,37.0,Nagar Road,2
7129,1216.0,2.0,84.0,Nagar Road,2
7130,1358.0,2.0,81.0,Nagar Road,2
7131,1350.0,3.0,85.0,Nagar Road,3
7132,1856.0,3.0,120.0,Nagar Road,3
7133,787.0,2.0,31.0,Nagar Road,2
7134,1110.0,2.0,58.0,Nagar Road,2
7135,1216.0,2.0,75.0,Nagar Road,2
7136,1100.0,2.0,43.5,Nagar Road,2
7137,1227.0,2.0,53.49,Nagar Road,2
7138,2556.0,3.0,169.0,Nagar Road,3
7139,1430.0,2.0,54.5,Nagar Road,3
7140,800.0,2.0,40.0,Nagar Road,2
7141,1850.0,2.0,110.0,Nagar Road,3
7142,1060.0,2.0,55.0,Nagar Road,2
7143,3400.0,4.0,190.0,Nagar Road,4
7144,2600.0,4.0,98.0,Nagar Road,4
7145,1065.0,2.0,30.88,Nagar Road,2
7146,1330.0,2.0,57.0,Nagar Road,3
7147,1140.0,2.0,70.93,Nagar Road,2
7148,921.0,2.0,29.47,Nagar Road,2
7149,1900.0,3.0,125.0,Nagar Road,3
7150,3000.0,4.0,235.0,Nagar Road,3
7151,1355.0,2.0,67.0,Nagar Road,2
7152,1067.0,2.0,52.0,Nagar Road,2
7153,855.0,2.0,32.0,Nagar Road,2
7154,1140.0,2.0,51.2,Nagar Road,2
7155,770.0,1.0,39.9,Nagar Road,2
7156,2990.0,5.0,173.0,Nagar Road,3
7157,650.0,1.0,19.87,Nagar Road,1
7158,725.0,2.0,36.0,Nagar Road,2
7159,1835.0,3.0,175.0,Nagar Road,3
7160,510.0,1.0,34.0,Nagar Road,1
7161,965.0,2.0,56.0,Nagar Road,2
7162,980.0,2.0,45.0,Nagar Road,2
7163,1243.0,2.0,46.0,Nagar Road,2
