,area_type,total_sqft,bath,price,location,bhk
5650,Super built-up  Area,925,2,42,Koregaon Park,2
5651,Super built-up  Area,1397,3,108,Koregaon Park,3
5652,Plot  Area,1410,4,160,Koregaon Park,4
5653,Built-up  Area,1420,2,107,Koregaon Park,2
5654,Super built-up  Area,550,1,15,Koregaon Park,2
5655,Super built-up  Area,1312.5,3,51.19,Koregaon Park,3
5656,Super built-up  Area,2000,3,160,Koregaon Park,3
5657,Super built-up  Area,1056,2,33,Koregaon Park,2
5658,Built-up  Area,965,2,48,Koregaon Park,2
5659,Super built-up  Area,1382,2,76.18,Koregaon Park,3
5660,Super built-up  Area,1185,2,70,Koregaon Park,2
5661,Built-up  Area,1550,2,60,Koregaon Park,3
5662,Super built-up  Area,1081,2,30.27,Koregaon Park,2
5663,Built-up  Area,1030,2,50,Koregaon Park,2
5664,Built-up  Area,1339,2,62,Koregaon Park,2
5665,Super built-up  Area,1139,2,60,Koregaon Park,2
5666,Plot  Area,1200,4,110,Koregaon Park,4
5667,Super built-up  Area,1161,2,55.15,Koregaon Park,2
5668,Super built-up  Area,1290,2,120,Koregaon Park,2
5669,Super built-up  Area,2400,3,88,Koregaon Park,3
5670,Built-up  Area,1410,2,60,Koregaon Park,3
5671,Super built-up  Area,905,2,40,Koregaon Park,2
5672,Super built-up  Area,1210,2,54,Koregaon Park,2
5673,Super built-up  Area,1070,2,52,Koregaon Park,2
5674,Super built-up  Area,1670,3,160,Koregaon Park,3
5675,Plot  Area,500,2,55,Koregaon Park,2
5676,Super built-up  Area,1148,2,43.5,Koregaon Park,2
5677,Super built-up  Area,1500,2,78,Koregaon Park,3
5678,Super built-up  Area,1187,2,59,Koregaon Park,2
5679,Super built-up  Area,1198,2,60,Koregaon Park,2
5680,Super built-up  Area,1030,2,49.35,Koregaon Park,2
5681,Built-up  Area,1391,2,64.5,Koregaon Park,3
5682,Super built-up  Area,1320,2,115,Koregaon Park,2
5683,Built-up  Area,1450,3,72,Koregaon Park,3
5684,Super built-up  Area,1375,2,54.99,Koregaon Park,3
5685,Super built-up  Area,1219,2,61.26,Koregaon Park,2
5686,Super built-up  Area,1740,4,130,Koregaon Park,3
5687,Built-up  Area,1040,2,45,Koregaon Park,2
5688,Super built-up  Area,1560,2,72,Koregaon Park,3
5689,Super built-up  Area,1130,2,36,Koregaon Park,2
5690,Built-up  Area,3408,3,260,Koregaon Park,3
5691,Super built-up  Area,1020,2,47,Koregaon Park,2
5692,Super built-up  Area,6000,1,276,Koregaon Park,1
5693,Super built-up  Area,1326,2,34.8,Koregaon Park,3
5694,Built-up  Area,1650,2,50,Koregaon Park,3
5695,Built-up  Area,3900,4,175,Koregaon Park,4
5696,Super built-up  Area,1410,2,49.34,Koregaon Park,3
5697,Built-up  Area,808,2,40,Koregaon Park,2
5698,Super built-up  Area,1690,3,85,Koregaon Park,3
5699,Super built-up  Area,1256,2,73,Koregaon Park,2
5700,Super built-up  Area,1205,2,64.47,Koregaon Park,2
5701,Super built-up  Area,1180,2,70,Koregaon Park,2
5702,Super built-up  Area,1035,2,60,Koregaon Park,2
5703,Super built-up  Area,1047,2,72,Koregaon Park,2
5704,Plot  Area,753,3,59.5,Koregaon Park,2
5705,Super built-up  Area,1216,2,80,Koregaon Park,2
5706,Built-up  Area,1050,2,60,Koregaon Park,2
5707,Super built-up  Area,1200,2,40,Koregaon Park,2
5708,Super built-up  Area,1540,3,65,Koregaon Park,3
5709,Super built-up  Area,3895,3,390,Koregaon Park,3
5710,Built-up  Area,1800,3,125,Koregaon Park,3
5711,Built-up  Area,1200,2,75,Koregaon Park,2
5712,Built-up  Area,1065,2,30.75,Koregaon Park,2
5713,Built-up  Area,1394,2,85,Koregaon Park,2
5714,Plot  Area,1500,3,61.95,Koregaon Park,3
5715,Super built-up  Area,674,1,36.85,Koregaon Park,1
5716,Built-up  Area,675,1,27,Koregaon Park,1
5717,Built-up  Area,1820,3,113,Koregaon Park,3
5718,Super built-up  Area,1540,3,150,Koregaon Park,3
5719,Super built-up  Area,1050,2,33.1,Koregaon Park,2
5720,Plot  Area,1200,3,110,Koregaon Park,3
5721,Super built-up  Area,1157,2,75,Koregaon Park,3
5722,Built-up  Area,1140,2,32.92,Koregaon Park,2
5723,Built-up  Area,4694,5,375,Koregaon Park,4
5724,Built-up  Area,1065,2,45,Koregaon Park,2
5725,Super built-up  Area,1100,2,63,Koregaon Park,2
5726,Built-up  Area,1000,2,60,Koregaon Park,2
5727,Super built-up  Area,8840,2,300,Koregaon Park,2
5728,Super built-up  Area,1050,2,59,Koregaon Park,2
5729,Super built-up  Area,1252,2,65,Koregaon Park,3
5730,Super built-up  Area,1025,2,39.98,Koregaon Park,2
5731,Super built-up  Area,1625,3,95,Koregaon Park,3
5732,Super built-up  Area,2000,3,200,Koregaon Park,3
5733,Super built-up  Area,605,1,30.24,Koregaon Park,1
5734,Super built-up  Area,1160,2,53,Koregaon Park,2
5735,Super built-up  Area,1224,2,75,Koregaon Park,2
5736,Super built-up  Area,1175,2,75,Koregaon Park,2
5737,Built-up  Area,1200,2,50,Koregaon Park,2
5738,Built-up  Area,845,2,34,Koregaon Park,2
5739,Super built-up  Area,1500,2,70,Koregaon Park,3
5740,Super built-up  Area,1200,2,140,Koregaon Park,2
5741,Super built-up  Area,1167,2,43.76,Kothrud,2
5742,Super built-up  Area,645,1,16.45,Kothrud,1
5743,Built-up  Area,1020,2,45,Kothrud,2
5744,Super built-up  Area,1240,2,47.12,Kothrud,2
5745,Super built-up  Area,3000,4,120,Kothrud,4
5746,Super built-up  Area,1500,3,95,Kothrud,3
5747,Super built-up  Area,1460,2,90,Kothrud,3
5748,Built-up  Area,650,1,33,Kothrud,1
5749,Super built-up  Area,2225,2,125,Kothrud,3
5750,Built-up  Area,2400,2,82,Kothrud,2
5751,Super built-up  Area,1060,2,42,Kothrud,2
5752,Super built-up  Area,1265,2,79,Kothrud,3
5753,Super built-up  Area,1090,2,52,Kothrud,2
5754,Super built-up  Area,1200,2,44,Kothrud,2
5755,Super built-up  Area,1512,3,75.77,Kothrud,3
5756,Super built-up  Area,2000,3,210,Kothrud,3
5757,Built-up  Area,840,2,27,Kothrud,2
5758,Super built-up  Area,2106,3,126,Kothrud,3
5759,Built-up  Area,1398,3,68,Kothrud,3
5760,Plot  Area,2168,4,95,Kothrud,4
5761,Built-up  Area,1050,1,70,Kothrud,1
5762,Plot  Area,1200,4,100,Kothrud,5
5763,Super built-up  Area,1313,2,73,Kothrud,2
5764,Super built-up  Area,1170,2,68,Kothrud,2
5765,Built-up  Area,1124,3,80,Kothrud,2
5766,Super built-up  Area,918,2,63.2,Kothrud,2
5767,Plot  Area,1500,6,80,Kothrud,9
5768,Super built-up  Area,1419,2,48,Kothrud,2
5769,Plot  Area,2000,3,95,Kothrud,4
5770,Super built-up  Area,1888,4,95,Kothrud,3
5771,Built-up  Area,1480,2,145,Kothrud,3
5772,Super built-up  Area,1230,2,57,Kothrud,2
5773,Super built-up  Area,1157,2,40,Kothrud,2
5774,Super built-up  Area,1140,2,39,Kothrud,2
5775,Super built-up  Area,2600,3,195,Kothrud,3
5776,Super built-up  Area,1352,2,75,Kothrud,2
5777,Plot  Area,4800,8,225,Kothrud,8
5778,Plot  Area,812,1,26,Kothrud,1
5779,Built-up  Area,3027,4,260,Kothrud,3
5780,Super built-up  Area,1893,3,130,Kothrud,3
5781,Super built-up  Area,655,1,53,Kothrud,1
5782,Super built-up  Area,1255,3,130,Kothrud,3
5783,Super built-up  Area,1220,3,56,Kothrud,3
5784,Super built-up  Area,2370,4,195,Kothrud,3
5785,Super built-up  Area,1530,3,105,Kothrud,3
5786,Super built-up  Area,2400,1,200,Kothrud,1
5787,Super built-up  Area,1303,2,44.17,Kothrud,2
5788,Plot  Area,1200,5,96,Kothrud,5
5789,Super built-up  Area,1096,2,39,Kothrud,2
5790,Super built-up  Area,1525.84,3,117,Kothrud,3
5791,Super built-up  Area,1033,2,31.5,Kothrud,3
5792,Built-up  Area,627,1,30,Kothrud,1
5793,Super built-up  Area,951,2,30.43,Kothrud,2
5794,Super built-up  Area,1265,2,58,Kothrud,2
5795,Super built-up  Area,1695,3,150,Kothrud,3
5796,Super built-up  Area,1856,3,135,Kothrud,3
5797,Built-up  Area,1942,3,155,Kothrud,3
5798,Super built-up  Area,1120,2,53.76,Kothrud,2
5799,Super built-up  Area,1162.5,2,30.215,Kothrud,3
5800,Super built-up  Area,1850,3,155,Kothrud,3
5801,Super built-up  Area,1200,2,50,Kothrud,2
5802,Super built-up  Area,1431.5,3,72.02,Kothrud,3
5803,Super built-up  Area,1075,2,53,Kothrud,2
5804,Super built-up  Area,1650,3,82,Kothrud,3
5805,Super built-up  Area,1525,2,99.13,Kothrud,3
5806,Super built-up  Area,1232,2,88,Kothrud,2
5807,Super built-up  Area,1280,2,69,Kothrud,3
5808,Super built-up  Area,1430,2,90,Kothrud,3
5809,Built-up  Area,1810,3,57,Kothrud,4
5810,Built-up  Area,1314,2,55,Kothrud,2
5811,Built-up  Area,550,1,15,Kothrud,2
5812,Super built-up  Area,1773.5,2,85.125,Kothrud,3
5813,Plot  Area,1200,2,45,Kothrud,2
5814,Built-up  Area,1133,2,38.37,Kothrud,2
5815,Built-up  Area,2159,3,120,Kothrud,3
5816,Super built-up  Area,907,2,38.5,Kothrud,2
5817,Built-up  Area,2350,3,210,Kothrud,3
5818,Super built-up  Area,1150,2,52.5,Kothrud,2
5819,Built-up  Area,1400,3,53,Kothrud,3
5820,Built-up  Area,883,2,49,Kothrud,2
5821,Super built-up  Area,1418,2,105,Kothrud,2
5822,Super built-up  Area,1700,3,110,Kothrud,3
5823,Built-up  Area,1020,2,29.45,Kothrud,2
5824,Built-up  Area,1187,2,42,Kothrud,2
5825,Super built-up  Area,1655,3,108,Kothrud,3
5826,Super built-up  Area,1100,2,42,Kothrud,2
5827,Built-up  Area,1800,2,80,Kothrud,2
5828,Super built-up  Area,1370,3,38.36,Kothrud,3
5829,Super built-up  Area,2100,3,204,Kothrud,4
5830,Built-up  Area,1735,3,105,Kothrud,3
5831,Super built-up  Area,1683,3,115,Kothrud,3
5832,Super built-up  Area,940,2,44,Kothrud,2
5833,Super built-up  Area,1190,2,59,Kothrud,2
5834,Super built-up  Area,1216,2,66.88,Kothrud,2
5835,Super built-up  Area,870,2,27,Kothrud,2
5836,Super built-up  Area,1285,2,78,Kothrud,2
5837,Super built-up  Area,1610,3,85,Kothrud,3
5838,Built-up  Area,1287,3,55,Kothrud,3
5839,Super built-up  Area,1655,3,110,Kothrud,3
5840,Plot  Area,2260,3,90,Kothrud,2
5841,Super built-up  Area,1100,2,60,Kothrud,2
5842,Super built-up  Area,2030,4,125,Kothrud,3
5843,Super built-up  Area,1000,2,44.5,Kothrud,2
5844,Super built-up  Area,1710,3,85,Kothrud,3
5845,Super built-up  Area,1180,2,45,Kothrud,3
5846,Built-up  Area,1185,2,42.66,Kothrud,2
5847,Built-up  Area,1200,2,34.66,Kothrud,2
5848,Super built-up  Area,1320,2,58,Kothrud,3
5849,Super built-up  Area,830,2,26,Kothrud,2
5850,Super built-up  Area,1145,2,60,Kothrud,3
5851,Built-up  Area,1400,2,40.43,Kothrud,3
5852,Super built-up  Area,2615,5,222,Kothrud,4
5853,Super built-up  Area,1067,2,38,Kothrud,2
5854,Super built-up  Area,1210,2,53,Kothrud,2
5855,Built-up  Area,567,1,25,Kothrud,1
5856,Built-up  Area,1200,2,80,Kothrud,2
5857,Plot  Area,650,2,58,Kothrud,4
5858,Plot  Area,600,1,24,Kothrud,1
5859,Built-up  Area,580,1,45,Kothrud,1
5860,Super built-up  Area,1500,2,64.5,Kothrud,3
5861,Super built-up  Area,1349,2,98,Kothrud,2
5862,Super built-up  Area,1125,2,44.75,Kothrud,2
5863,Super built-up  Area,1060,2,52,Kothrud,2
5864,Built-up  Area,869,2,36,Law College Road,2
5865,Super built-up  Area,4000,7,225,Law College Road,7
5866,Plot  Area,2600,8,180,Law College Road,8
5867,Super built-up  Area,3122,6,230,Law College Road,4
5868,Super built-up  Area,1419,2,48.1,Law College Road,2
5869,Built-up  Area,1867,3,160,Law College Road,3
5870,Super built-up  Area,1720,3,100,Law College Road,3
5871,Built-up  Area,1823,3,100,Law College Road,3
5872,Super built-up  Area,1349,2,98,Law College Road,2
5873,Super built-up  Area,1025,2,44.5,Law College Road,2
5874,Plot  Area,1120,8,145,Law College Road,8
5875,Super built-up  Area,1255,2,77.68,Law College Road,3
5876,Super built-up  Area,1800,3,80,Law College Road,3
5877,Plot  Area,3600,4,300,Law College Road,4
5878,Built-up  Area,1756,3,100,Law College Road,3
5879,Super built-up  Area,900,2,55,Law College Road,2
5880,Plot  Area,2400,4,300,Law College Road,5
5881,Built-up  Area,914,2,47,Law College Road,2
5882,Super built-up  Area,1614,3,110,Law College Road,3
5883,Super built-up  Area,1718,3,90.2,Law College Road,3
5884,Super built-up  Area,1650,3,200,Law College Road,3
5885,Built-up  Area,1200,8,90,Law College Road,8
5886,Super built-up  Area,1232,2,69.61,Law College Road,2
5887,Super built-up  Area,1995,3,135,Law College Road,3
5888,Super built-up  Area,1475,3,70,Law College Road,3
5889,Built-up  Area,1945,3,120,Law College Road,3
5890,Super built-up  Area,1035,2,38.3,Law College Road,2
5891,Super built-up  Area,1012,2,54.59,Law College Road,2
5892,Super built-up  Area,1500,2,70,Law College Road,3
5893,Super built-up  Area,1130,2,40,Law College Road,2
5894,Built-up  Area,1410,3,43.71,Law College Road,3
5895,Built-up  Area,3500,4,300,Law College Road,4
5896,Super built-up  Area,1300,2,90.87,Law College Road,2
5897,Super built-up  Area,1105,2,46.37,Law College Road,2
5898,Built-up  Area,1355,2,40,Law College Road,3
5899,Super built-up  Area,1125,2,61.2,Law College Road,2
5900,Super built-up  Area,1845,3,91,Law College Road,3
5901,Super built-up  Area,1343.5,3,57.76,Law College Road,3
5902,Super built-up  Area,1152,2,65,Law College Road,2
5903,Super built-up  Area,1450,3,54.3,Law College Road,3
5904,Super built-up  Area,1100,2,43,Law College Road,2
5905,Super built-up  Area,1533,3,150,Law College Road,3
5906,Built-up  Area,2400,4,147,Law College Road,4
5907,Super built-up  Area,1650,3,75,Law College Road,3
5908,Built-up  Area,1800,3,140,Law College Road,3
5909,Super built-up  Area,2062,3,150,Law College Road,4
5910,Super built-up  Area,1530,3,73.5,Law College Road,3
5911,Super built-up  Area,1530,2,74.5,Law College Road,3
5912,Plot  Area,1200,5,108,Law College Road,6
5913,Super built-up  Area,1418,2,105,Law College Road,2
5914,Super built-up  Area,1156,2,42,Law College Road,2
5915,Super built-up  Area,1180,1,50,Law College Road,2
5916,Super built-up  Area,1200,2,42.6,Law College Road,2
5917,Super built-up  Area,1800,3,230,Law College Road,3
5918,Built-up  Area,2180,3,285,Law College Road,3
5919,Built-up  Area,1500,2,75,Law College Road,3
5920,Built-up  Area,1100,2,55,Law College Road,2
5921,Super built-up  Area,1410,2,75,Law College Road,2
5922,Super built-up  Area,1425,2,47,Law College Road,3
5923,Super built-up  Area,1985,3,130,Law College Road,3
5924,Super built-up  Area,1115,2,34.555,Law College Road,2
5925,Super built-up  Area,1830,4,135,Law College Road,3
5926,Built-up  Area,1831,3,110,Law College Road,3
5927,Plot  Area,1200,4,86,Law College Road,4
5928,Super built-up  Area,1320,2,99.26,Law College Road,2
5929,Super built-up  Area,1163,2,62,Law College Road,3
5930,Super built-up  Area,1430,2,51.48,Law College Road,3
5931,Super built-up  Area,1147,2,60,Law College Road,2
5932,Plot  Area,1200,2,36,Law College Road,2
5933,Plot  Area,1280,5,150,Law College Road,7
5934,Super built-up  Area,1215,2,52.85,Law College Road,3
5935,Super built-up  Area,2274.24,4,160,Law College Road,3
5936,Super built-up  Area,2200,3,220,Law College Road,3
5937,Super built-up  Area,945,2,33,Law College Road,2
5938,Plot  Area,800,3,59.5,Law College Road,2
5939,Super built-up  Area,825,2,40,Law College Road,1
5940,Built-up  Area,1370,2,125,Law College Road,2
5941,Built-up  Area,2540,4,160,Law College Road,4
5942,Super built-up  Area,1900,4,180,Law College Road,3
5943,Super built-up  Area,1240,2,60,Law College Road,2
5944,Super built-up  Area,1300,2,55,Law College Road,2
5945,Super built-up  Area,1057,2,65,Law College Road,2
5946,Built-up  Area,450,1,9,Law College Road,1
5947,Built-up  Area,1558,3,90,Law College Road,3
5948,Built-up  Area,1080,2,45,Law College Road,3
5949,Built-up  Area,1650,3,82,Law College Road,3
5950,Super built-up  Area,1464,3,56,Law College Road,2
5951,Super built-up  Area,1315,3,64,Law College Road,3
5952,Super built-up  Area,1183,2,77.3,Law College Road,2
5953,Super built-up  Area,3951,4,230,Law College Road,4
5954,Super built-up  Area,1065,2,42.6,Law College Road,2
5955,Plot  Area,2500,4,300,Law College Road,4
5956,Super built-up  Area,545,2,22.34,Law College Road,2
5957,Plot  Area,1200,4,135,Law College Road,4
5958,Built-up  Area,1252,3,59,Law College Road,3
5959,Plot  Area,5000,5,300,Law College Road,4
5960,Built-up  Area,1590,3,96,Law College Road,3
5961,Super built-up  Area,1340,2,41,Law College Road,2
5962,Super built-up  Area,2215,4,157,Law College Road,3
5963,Plot  Area,1300,2,95,Law College Road,2
5964,Super built-up  Area,720,1,32.39,Law College Road,1
5965,Plot  Area,1348,2,100,Law College Road,2
5966,Super built-up  Area,1012,2,70,Law College Road,2
5967,Super built-up  Area,710,1,40.42,Law College Road,1
5968,Super built-up  Area,1248.52,3,115,Law College Road,3
5969,Super built-up  Area,1751,3,115,Law College Road,3
5970,Super built-up  Area,3300,8,310,Law College Road,8
5971,Plot  Area,1200,4,75,Law College Road,4
5972,Super built-up  Area,1243,2,46,Law College Road,2
5973,Super built-up  Area,1500,3,65,Law College Road,3
5974,Plot  Area,1200,3,56.1,Law College Road,3
5975,Built-up  Area,2000,3,90,Law College Road,3
5976,Super built-up  Area,1650,3,150,Law College Road,3
5977,Plot  Area,1200,6,140,Law College Road,5
5978,Super built-up  Area,1299,2,89.63,Law College Road,2
5979,Super built-up  Area,1615,3,150,Law College Road,3
5980,Plot  Area,1200,3,150,Law College Road,3
5981,Super built-up  Area,1100,2,44,Law College Road,2
5982,Built-up  Area,883,2,39,Law College Road,2
5983,Built-up  Area,1740,3,85,Law College Road,3
5984,Plot  Area,1200,2,66,Law College Road,3
5985,Super built-up  Area,2206,4,180,Law College Road,3
5986,Super built-up  Area,1245,2,59,Law College Road,2
5987,Super built-up  Area,1175,2,60,Law College Road,2
5988,Built-up  Area,1310,2,62,Law College Road,2
5989,Super built-up  Area,1015,2,60,Law College Road,2
5990,Super built-up  Area,1270,2,50,Laxmi Road,2
5991,Super built-up  Area,1828,3,110,Laxmi Road,3
5992,Super built-up  Area,645,1,16.45,Laxmi Road,1
5993,Super built-up  Area,1600,3,64,Laxmi Road,3
5994,Super built-up  Area,1251,2,47,Laxmi Road,2
5995,Super built-up  Area,1400,3,60,Laxmi Road,3
5996,Super built-up  Area,1094,2,42,Laxmi Road,2
5997,Super built-up  Area,1566,3,83.3,Laxmi Road,3
5998,Super built-up  Area,918,2,52,Laxmi Road,2
5999,Plot  Area,600,3,65,Laxmi Road,4
6000,Super built-up  Area,1225,2,67.38,Laxmi Road,2
6001,Built-up  Area,2689,6,220,Laxmi Road,4
6002,Super built-up  Area,665,1,50.75,Laxmi Road,1
6003,Super built-up  Area,1027,2,44,Laxmi Road,2
6004,Super built-up  Area,1230,3,54,Laxmi Road,3
6005,Plot  Area,1375,3,57,Laxmi Road,3
6006,Super built-up  Area,1482,2,83.73,Laxmi Road,3
6007,Super built-up  Area,1530,3,57,Laxmi Road,3
6008,Plot  Area,1200,4,120,Laxmi Road,4
6009,Super built-up  Area,1065,2,40.84,Laxmi Road,2
6010,Super built-up  Area,2225,4,169,Laxmi Road,3
6011,Super built-up  Area,1754,3,135,Laxmi Road,3
6012,Super built-up  Area,1573,3,95,Laxmi Road,3
6013,Super built-up  Area,1306,2,58,Laxmi Road,3
6014,Super built-up  Area,4500,5,250,Laxmi Road,7
6015,Plot  Area,3000,3,250,Laxmi Road,3
6016,Built-up  Area,2500,4,150,Laxmi Road,4
6017,Super built-up  Area,1560,2,62.4,Laxmi Road,3
6018,Super built-up  Area,1216,2,97.16,Laxmi Road,2
6019,Plot  Area,2600,3,200,Laxmi Road,3
6020,Super built-up  Area,1530,2,90,Laxmi Road,3
6021,Super built-up  Area,1125,2,52,Laxmi Road,2
6022,Super built-up  Area,1157,2,42,Laxmi Road,2
6023,Super built-up  Area,1676,3,52,Laxmi Road,3
6024,Super built-up  Area,1591,3,115,Laxmi Road,3
6025,Built-up  Area,2000,4,100,Laxmi Road,4
6026,Built-up  Area,1220,3,35.23,Laxmi Road,3
6027,Built-up  Area,1575,3,93,Laxmi Road,3
6028,Super built-up  Area,1161,2,36.69,Laxmi Road,2
6029,Super built-up  Area,1180,2,41,Laxmi Road,2
6030,Built-up  Area,1185,2,49,Laxmi Road,2
6031,Built-up  Area,1113,2,46,Laxmi Road,2
6032,Built-up  Area,1360,2,45,Laxmi Road,4
6033,Super built-up  Area,1220,3,56,Laxmi Road,3
6034,Plot  Area,1200,2,78,Laxmi Road,2
6035,Super built-up  Area,1100,2,46,Laxmi Road,2
6036,Super built-up  Area,1575,3,101,Laxmi Road,3
6037,Built-up  Area,615,1,24,Laxmi Road,1
6038,Plot  Area,1200,2,65,Laxmi Road,2
6039,Super built-up  Area,1230,2,44,Laxmi Road,2
6040,Super built-up  Area,1300,2,47,Laxmi Road,3
6041,Built-up  Area,1030,2,80,Laxmi Road,2
6042,Super built-up  Area,1102,2,53.67,Laxmi Road,2
6043,Super built-up  Area,2400,3,260,Laxmi Road,3
6044,Super built-up  Area,1652.5,3,90,Laxmi Road,3
6045,Built-up  Area,1035,2,44,Laxmi Road,2
6046,Super built-up  Area,1060,2,42,Laxmi Road,2
6047,Super built-up  Area,1455,2,55,Laxmi Road,3
6048,Super built-up  Area,950,1,39.9,Laxmi Road,1
6049,Super built-up  Area,1717,3,99,Laxmi Road,3
6050,Super built-up  Area,1160,2,59,Laxmi Road,2
6051,Super built-up  Area,1095,2,38.33,Laxmi Road,2
6052,Super built-up  Area,2901,4,190,Laxmi Road,3
6053,Built-up  Area,1200,2,65,Laxmi Road,2
6054,Built-up  Area,940,2,54,Laxmi Road,2
6055,Super built-up  Area,1412,2,88,Laxmi Road,3
6056,Super built-up  Area,5924,4,625,Laxmi Road,4
6057,Super built-up  Area,1614,3,95,Laxmi Road,3
6058,Super built-up  Area,650,1,70,Laxmi Road,1
6059,Super built-up  Area,1484,3,74.18,Laxmi Road,3
6060,Built-up  Area,1500,2,63,Laxmi Road,3
6061,Built-up  Area,1374,3,72,Laxmi Road,3
6062,Plot  Area,1200,3,95,Laxmi Road,5
6063,Super built-up  Area,1634,3,111,Laxmi Road,3
6064,Super built-up  Area,1100,2,85,Laxmi Road,2
6065,Super built-up  Area,1137,2,53.4,Laxmi Road,2
6066,Super built-up  Area,1367,2,86,Laxmi Road,2
6067,Super built-up  Area,1466,3,77.59,Laxmi Road,3
6068,Super built-up  Area,1200,2,66,Laxmi Road,3
6069,Super built-up  Area,1804,3,150,Laxmi Road,3
6070,Super built-up  Area,1320,2,91,Laxmi Road,2
6071,Built-up  Area,1360,2,45,Laxmi Road,2
6072,Super built-up  Area,1007,2,53,Laxmi Road,2
6073,Super built-up  Area,497,1,25,Laxmi Road,2
6074,Built-up  Area,1800,6,68,Laxmi Road,6
6075,Super built-up  Area,1350,2,130,Laxmi Road,3
6076,Super built-up  Area,770,2,30,Laxmi Road,2
6077,Super built-up  Area,656,1,38.77,Laxmi Road,1
6078,Super built-up  Area,2500,4,112,Laxmi Road,3
6079,Super built-up  Area,1075,2,48.38,Laxmi Road,2
6080,Super built-up  Area,497,1,20,Laxmi Road,2
6081,Super built-up  Area,1340,2,73,Laxmi Road,2
6082,Super built-up  Area,1530,3,71,Laxmi Road,3
6083,Super built-up  Area,1019,2,49.86,Laxmi Road,2
6084,Super built-up  Area,1196,2,44.8,Laxmi Road,2
6085,Super built-up  Area,1222,2,98,Laxmi Road,2
6086,Super built-up  Area,1571,3,65,Laxmi Road,3
6087,Super built-up  Area,2275,4,182,Laxmi Road,3
6088,Built-up  Area,936,1,53,Laxmi Road,1
6089,Super built-up  Area,1230,2,66.25,Laxmi Road,2
6090,Carpet  Area,1245,2,60,Laxmi Road,3
6091,Super built-up  Area,1100,2,38,Laxmi Road,2
